,train_loss,train_acc,val_acc,test_acc,num_feats,num_emb
0,12.540881156921387,0.046875,0.06018518518518518,0.06018518518518518,1024,80
1,12.346596717834473,0.06705729166666667,0.06018518518518518,0.06018518518518518,1020,80
2,12.14758038520813,0.05859375,0.12268518518518519,0.07175925925925926,750,80
3,11.701906204223633,0.080078125,0.07175925925925926,0.13425925925925927,685,80
4,11.015169858932495,0.14778645833333334,0.30324074074074076,0.2777777777777778,665,80
5,9.51429831981659,0.2936197916666667,0.35185185185185186,0.3611111111111111,672,80
6,8.143351912498474,0.40690104166666663,0.4351851851851852,0.44675925925925924,685,80
7,6.73760199546814,0.5,0.35185185185185186,0.3587962962962963,702,80
8,6.675663352012634,0.4296875,0.5902777777777778,0.44675925925925924,710,80
9,6.191882848739624,0.4759114583333333,0.5833333333333334,0.3912037037037037,716,80
10,6.241712808609009,0.521484375,0.4675925925925926,0.5763888888888888,710,80
11,5.818794846534729,0.5703125,0.6620370370370371,0.5439814814814815,709,80
12,5.2805176973342896,0.5930989583333334,0.6689814814814815,0.6365740740740741,702,80
13,5.02054762840271,0.6126302083333334,0.5115740740740741,0.5555555555555556,713,80
14,4.975960671901703,0.6321614583333334,0.6180555555555556,0.6435185185185185,715,80
15,4.55259644985199,0.6555989583333334,0.5717592592592593,0.7222222222222222,717,80
16,3.9747304916381836,0.6842447916666666,0.6666666666666666,0.6226851851851852,728,80
17,4.350903511047363,0.6653645833333334,0.6203703703703703,0.6504629629629629,724,80
18,3.4123412370681763,0.7278645833333334,0.6736111111111112,0.7129629629629629,717,80
19,4.889976918697357,0.6041666666666666,0.6064814814814815,0.6643518518518519,712,80
20,3.803221583366394,0.6809895833333334,0.6041666666666666,0.7523148148148148,711,80
21,3.1408936381340027,0.7434895833333334,0.7199074074074074,0.7083333333333334,712,80
22,3.153232455253601,0.7766927083333334,0.7222222222222222,0.7638888888888888,713,80
23,3.2499735355377197,0.7356770833333334,0.7893518518518519,0.7314814814814815,714,80
24,3.6228421926498413,0.724609375,0.6851851851851852,0.7708333333333334,714,80
25,3.5416919589042664,0.701171875,0.7569444444444444,0.8425925925925926,718,80
26,3.347668409347534,0.7265625,0.7152777777777778,0.7199074074074074,718,80
27,3.0384380221366882,0.7786458333333334,0.7245370370370371,0.8263888888888888,717,80
28,2.445515811443329,0.8313802083333334,0.6990740740740741,0.7314814814814815,716,80
29,2.9174636602401733,0.7682291666666666,0.5995370370370371,0.6967592592592593,720,80
30,2.5989677906036377,0.8001302083333334,0.7870370370370371,0.8333333333333334,720,80
31,2.4992387890815735,0.8313802083333334,0.8356481481481481,0.8287037037037037,722,80
32,2.5693257451057434,0.826171875,0.8379629629629629,0.8865740740740741,721,80
33,2.340949684381485,0.8483072916666666,0.7337962962962963,0.8703703703703703,723,80
34,2.2128082513809204,0.8502604166666666,0.7199074074074074,0.8495370370370371,724,80
35,2.4104070365428925,0.8255208333333334,0.8379629629629629,0.8472222222222222,723,80
