,train_loss,train_acc,val_acc,test_acc,num_feats,num_emb
0,1.651614248752594,0.5489583333333333,0.534965034965035,0.534965034965035,4322,12
1,1.6445167064666748,0.5489583333333333,0.534965034965035,0.534965034965035,4322,12
2,1.6424893140792847,0.5489583333333333,0.534965034965035,0.534965034965035,4322,12
3,1.632936716079712,0.5489583333333333,0.534965034965035,0.534965034965035,4273,12
4,1.626747190952301,0.5489583333333333,0.534965034965035,0.534965034965035,3357,12
5,1.6112808585166931,0.5489583333333333,0.534965034965035,0.534965034965035,2340,12
6,1.570430874824524,0.565625,0.534965034965035,0.534965034965035,2257,12
7,1.5778590440750122,0.5489583333333333,0.534965034965035,0.534965034965035,2247,12
8,1.4872068762779236,0.6778645833333333,0.8986013986013986,0.534965034965035,2247,12
9,1.4052178263664246,0.715625,0.7937062937062938,0.5594405594405595,2251,12
10,1.3708112835884094,0.7763020833333334,0.7167832167832168,0.8671328671328671,2259,12
11,1.13288152217865,0.8317708333333333,0.9055944055944056,0.9300699300699301,2272,12
12,0.9066050052642822,0.8962239583333333,0.9545454545454546,0.9440559440559441,2284,12
13,0.7426026463508606,0.9609375,0.9370629370629371,0.9685314685314685,2305,12
14,0.6915030181407928,0.962890625,0.958041958041958,0.9615384615384616,2313,12
15,0.5368629097938538,0.9765625,0.965034965034965,0.9755244755244755,2348,12
16,0.42454850673675537,0.978515625,0.965034965034965,0.9895104895104895,2367,12
17,0.4438638985157013,0.9765625,0.9755244755244755,0.986013986013986,2377,12
18,0.33858320116996765,0.990234375,0.9615384615384616,0.965034965034965,2387,12
19,0.37533752620220184,0.974609375,0.965034965034965,0.958041958041958,2399,12
20,0.3471793308854103,0.982421875,0.9825174825174825,0.986013986013986,2403,12
21,0.34194547683000565,0.982421875,0.986013986013986,0.9790209790209791,2405,12
22,0.3502538800239563,0.984375,0.9790209790209791,0.972027972027972,2407,12
23,0.3892427161335945,0.970703125,0.958041958041958,0.9370629370629371,2409,12
24,0.30646395683288574,0.990234375,0.993006993006993,0.9790209790209791,2415,12
25,0.27558859437704086,0.994140625,0.9825174825174825,0.9825174825174825,2417,12
26,0.28079235553741455,0.998046875,0.9790209790209791,0.9790209790209791,2414,12
27,0.31980837136507034,0.984375,0.9790209790209791,0.9895104895104895,2413,11
28,0.2676345035433769,0.99609375,0.9790209790209791,0.993006993006993,2410,11
29,0.2680717036128044,0.9921875,0.9790209790209791,0.993006993006993,2410,11
30,0.27835991978645325,0.990234375,0.9965034965034965,0.986013986013986,2410,11
31,0.6211412250995636,0.921875,0.972027972027972,0.9965034965034965,2406,11
32,0.2643951326608658,0.990234375,0.993006993006993,0.986013986013986,2405,11
33,0.2909124866127968,0.986328125,0.9790209790209791,0.993006993006993,2400,11
34,0.25843358039855957,0.99609375,0.993006993006993,0.993006993006993,2398,11
35,0.2750532776117325,0.9921875,0.9965034965034965,0.9965034965034965,2401,10
36,0.2845444977283478,0.9921875,0.993006993006993,0.9895104895104895,2401,10
37,0.24744698405265808,0.994140625,0.9895104895104895,0.993006993006993,2401,10
38,0.35675205290317535,0.9794270833333334,0.9965034965034965,0.986013986013986,2404,10
39,0.35365062952041626,0.990234375,0.993006993006993,0.9895104895104895,2403,10
40,0.27540169656276703,0.98828125,0.9755244755244755,0.993006993006993,2407,10
41,0.24957741051912308,0.994140625,0.9615384615384616,0.993006993006993,2251,10
42,0.24254611134529114,0.994140625,0.993006993006993,0.993006993006993,1934,10
43,0.2403128817677498,0.99609375,0.9965034965034965,1.0,1847,10
44,0.2717970088124275,0.98828125,0.9895104895104895,0.9965034965034965,1809,10
45,0.2370944768190384,0.998046875,0.9895104895104895,0.9965034965034965,1784,10
46,0.2346230298280716,0.998046875,0.9895104895104895,0.993006993006993,1764,10
47,0.32419072836637497,0.998046875,0.9895104895104895,0.9895104895104895,1745,10
48,0.2535908371210098,0.9921875,0.9965034965034965,0.9965034965034965,1722,10
49,0.2291938066482544,0.998046875,0.993006993006993,0.993006993006993,1706,10
50,0.23846103996038437,0.994140625,0.9965034965034965,0.9965034965034965,1695,10
51,0.22216884046792984,0.998046875,0.9965034965034965,1.0,1669,10
52,0.2299933061003685,0.998046875,0.9965034965034965,0.9965034965034965,1655,10
53,0.23279007524251938,0.998046875,0.9965034965034965,1.0,1640,10
54,0.23356814682483673,0.998046875,1.0,1.0,1627,10
55,0.21486995369195938,1.0,1.0,0.993006993006993,1601,10
56,0.21488211303949356,1.0,0.993006993006993,1.0,1587,10
57,0.22104885429143906,1.0,0.9965034965034965,1.0,1574,10
58,0.22905779629945755,0.99609375,0.9965034965034965,1.0,1557,10
59,0.21239371597766876,0.998046875,1.0,1.0,1547,10
