,train_loss,train_acc,val_acc,test_acc,num_feats
0,3.336338520050049,0.029914529914529916,0.03632478632478633,0.053418803418803416,617
1,3.3191123008728027,0.03418803418803419,0.07478632478632478,0.0876068376068376,617
2,3.296509265899658,0.06837606837606838,0.1282051282051282,0.1517094017094017,617
3,3.253575325012207,0.1581196581196581,0.13675213675213677,0.1282051282051282,617
4,3.1693882942199707,0.12393162393162394,0.09829059829059829,0.09829059829059829,617
5,3.0225577354431152,0.10256410256410256,0.1282051282051282,0.12179487179487179,617
6,2.884953737258911,0.12179487179487179,0.11752136752136752,0.12606837606837606,617
7,2.6887922286987305,0.19017094017094016,0.08974358974358974,0.1111111111111111,617
8,2.798740863800049,0.09615384615384616,0.25854700854700857,0.27350427350427353,617
9,2.400437116622925,0.25854700854700857,0.22435897435897437,0.2606837606837607,617
10,2.253288984298706,0.2777777777777778,0.25213675213675213,0.3162393162393162,617
11,2.1647047996520996,0.2863247863247863,0.3547008547008547,0.3311965811965812,617
12,1.9618030786514282,0.30128205128205127,0.4017094017094017,0.33974358974358976,617
13,1.7485872507095337,0.3888888888888889,0.4722222222222222,0.4444444444444444,617
14,1.6870280504226685,0.4722222222222222,0.4081196581196581,0.46153846153846156,617
15,1.5367575883865356,0.47649572649572647,0.46794871794871795,0.4230769230769231,617
16,1.5773857831954956,0.4166666666666667,0.4893162393162393,0.47435897435897434,617
17,1.8632041215896606,0.3333333333333333,0.49572649572649574,0.5149572649572649,617
18,1.4117403030395508,0.5341880341880342,0.44871794871794873,0.5106837606837606,617
19,1.5905238389968872,0.42094017094017094,0.4700854700854701,0.3974358974358974,617
20,1.443721055984497,0.45726495726495725,0.5405982905982906,0.5021367521367521,617
21,1.4650635719299316,0.4722222222222222,0.5042735042735043,0.405982905982906,617
22,1.3495802879333496,0.5405982905982906,0.532051282051282,0.5299145299145299,617
23,1.1364976167678833,0.5555555555555556,0.5705128205128205,0.5021367521367521,617
24,1.2714236974716187,0.5341880341880342,0.45726495726495725,0.48504273504273504,617
25,1.6477632522583008,0.44871794871794873,0.5470085470085471,0.5299145299145299,617
26,1.2540745735168457,0.5064102564102564,0.5683760683760684,0.5811965811965812,617
27,1.0989680290222168,0.6175213675213675,0.5747863247863247,0.6153846153846154,617
28,1.1967380046844482,0.5341880341880342,0.6111111111111112,0.6004273504273504,617
29,1.225597620010376,0.5384615384615384,0.6175213675213675,0.5982905982905983,617
30,0.9230712652206421,0.6901709401709402,0.6282051282051282,0.6282051282051282,617
31,1.0098063945770264,0.6367521367521367,0.6495726495726496,0.6816239316239316,617
32,1.0469236373901367,0.6239316239316239,0.6431623931623932,0.5555555555555556,617
33,1.0720787048339844,0.6068376068376068,0.5982905982905983,0.6282051282051282,617
34,1.1856720447540283,0.5662393162393162,0.6260683760683761,0.6431623931623932,617
35,0.9765589833259583,0.6217948717948718,0.6645299145299145,0.6153846153846154,617
36,0.9850108623504639,0.6538461538461539,0.6901709401709402,0.688034188034188,617
37,0.8506885766983032,0.7094017094017094,0.6794871794871795,0.7008547008547008,617
38,0.911264181137085,0.6858974358974359,0.7029914529914529,0.7115384615384616,617
39,0.7963378429412842,0.7115384615384616,0.6282051282051282,0.6858974358974359,617
40,0.7843508124351501,0.7051282051282052,0.6410256410256411,0.6645299145299145,617
41,0.8050570487976074,0.7094017094017094,0.6794871794871795,0.7243589743589743,617
42,0.9868159294128418,0.6517094017094017,0.7863247863247863,0.7478632478632479,617
43,0.6309378147125244,0.7777777777777778,0.7564102564102564,0.7457264957264957,617
44,0.7495368719100952,0.7094017094017094,0.6987179487179487,0.7200854700854701,617
45,0.6596818566322327,0.7628205128205128,0.7457264957264957,0.7414529914529915,617
46,0.6310214400291443,0.7670940170940171,0.7307692307692307,0.8183760683760684,617
47,0.7034671306610107,0.7329059829059829,0.7542735042735043,0.7756410256410257,617
48,0.7693324685096741,0.7158119658119658,0.7585470085470085,0.7478632478632479,617
49,0.6389405131340027,0.8055555555555556,0.7329059829059829,0.7713675213675214,617
50,0.6108603477478027,0.7948717948717948,0.7542735042735043,0.7649572649572649,617
51,0.6413698792457581,0.7649572649572649,0.7628205128205128,0.7585470085470085,617
52,0.575546383857727,0.7970085470085471,0.7371794871794872,0.7905982905982906,617
53,0.6146258115768433,0.8034188034188035,0.7542735042735043,0.7564102564102564,617
54,0.6125665903091431,0.7927350427350427,0.8183760683760684,0.7692307692307693,617
55,0.7951714396476746,0.7585470085470085,0.7564102564102564,0.7414529914529915,617
56,0.5908626914024353,0.7991452991452992,0.7927350427350427,0.7735042735042735,617
57,0.6511203050613403,0.7735042735042735,0.7670940170940171,0.7799145299145299,617
58,0.7825042009353638,0.7371794871794872,0.7756410256410257,0.7927350427350427,617
59,0.5501441955566406,0.7991452991452992,0.8611111111111112,0.844017094017094,617
60,0.6263030767440796,0.7606837606837606,0.8568376068376068,0.8547008547008547,617
61,0.5407947301864624,0.8226495726495726,0.8055555555555556,0.811965811965812,617
62,0.7263565063476562,0.7457264957264957,0.8290598290598291,0.7713675213675214,617
63,0.6014288067817688,0.7948717948717948,0.8333333333333334,0.8055555555555556,617
64,0.6724622249603271,0.7756410256410257,0.8311965811965812,0.8653846153846154,617
65,0.4389054775238037,0.8589743589743589,0.8547008547008547,0.8376068376068376,617
66,0.6380808353424072,0.7606837606837606,0.811965811965812,0.8226495726495726,617
67,0.526984691619873,0.7948717948717948,0.8376068376068376,0.8269230769230769,617
68,0.5034356117248535,0.8183760683760684,0.7158119658119658,0.7948717948717948,617
69,0.4109937846660614,0.8739316239316239,0.8696581196581197,0.8632478632478633,617
70,0.4937252998352051,0.8269230769230769,0.8568376068376068,0.8525641025641025,617
71,0.4457336664199829,0.8632478632478633,0.8568376068376068,0.8717948717948718,617
72,0.47256678342819214,0.844017094017094,0.8931623931623932,0.8888888888888888,617
73,0.5718252062797546,0.8076923076923077,0.7884615384615384,0.8739316239316239,617
74,0.43315252661705017,0.8717948717948718,0.8269230769230769,0.8653846153846154,617
75,0.36675524711608887,0.8952991452991453,0.7670940170940171,0.7841880341880342,617
76,0.5110241174697876,0.8290598290598291,0.7692307692307693,0.7393162393162394,617
77,0.7649616003036499,0.7286324786324786,0.8376068376068376,0.7863247863247863,617
78,0.6809948086738586,0.7905982905982906,0.8568376068376068,0.8589743589743589,617
79,0.4806830883026123,0.8397435897435898,0.8183760683760684,0.8525641025641025,617
80,0.5312376618385315,0.8226495726495726,0.7564102564102564,0.7051282051282052,617
